,tweets,time,likes,no:rt
1003,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:58:13,0,80
1004,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:58:00,0,822
1005,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:55:58,0,80
1006,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:55:12,0,822
1007,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:54:07,0,315
1008,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:54:02,0,822
1009,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:53:40,0,822
1010,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:53:16,0,822
1011,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:52:15,0,80
1012,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:52:06,0,315
1013,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:51:25,0,822
1014,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:51:15,0,80
1015,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:54,0,80
1016,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:46,0,80
1017,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:34,0,80
1018,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:12,0,80
1019,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:11,0,80
1020,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:50:04,0,80
1021,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:49:48,0,822
1022,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:49:39,0,80
1023,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:49:15,0,80
1024,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:49:12,0,80
1025,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:49:09,0,80
1026,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:49:01,0,80
1027,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:48:48,0,80
1028,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:48:24,0,80
1029,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:47:55,0,80
1030,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:47:41,0,80
1031,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:47:05,0,80
1032,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:55,0,80
1033,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:49,0,80
1034,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:48,0,80
1035,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:40,0,80
1036,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:38,0,80
1037,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:37,0,80
1038,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:33,0,80
1039,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:16,0,80
1040,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:14,0,80
1041,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:46:13,0,822
1042,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:46:08,0,315
1043,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:07,0,80
1044,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:46:02,0,822
1045,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:46:01,0,80
1046,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:58,0,80
1047,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:55,0,80
1048,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:54,0,80
1049,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:54,0,80
1050,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:53,0,80
1051,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:52,0,80
1052,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:49,0,80
1053,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:48,0,80
1054,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:48,0,80
1055,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:48,0,80
1056,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:48,0,80
1057,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:44,0,80
1058,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:43,0,80
1059,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:42,0,80
1060,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:42,0,80
1061,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:41,0,80
1062,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:41,0,80
1063,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:40,0,80
1064,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:38,0,80
1065,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:37,0,80
1066,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:34,0,80
1067,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:33,0,80
1068,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:30,0,80
1069,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:29,0,80
1070,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:29,0,80
1071,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:28,0,80
1072,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:45:26,0,80
1073,"guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be fo… https://t.co/69D6JhPQFk",2021-04-18 20:45:18,83,80
1074,"Half hourly price update (USDT):

• BSV (Bitcoin): $330.00

Dead forks:

• BTC (Blockstream Turd Coin): $56150.71
• BCH (BTrash): $928.00",2021-04-18 20:44:48,0,0
1075,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:44:15,0,822
1076,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:44:05,0,822
1077,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:42:39,0,315
1078,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:42:33,0,822
1079,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:42:31,0,822
1080,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:42:21,0,315
1081,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:41:50,0,822
1082,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:40:23,0,822
1083,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:40:21,0,315
1084,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:39:59,0,822
1085,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:39:51,0,822
1086,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:38:11,0,822
1087,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:36:57,0,822
1088,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:36:41,0,315
1089,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:34:14,0,822
1090,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-18 20:33:44,0,7116
1091,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:32:54,0,822
1092,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:30:54,0,822
1093,"@EyeDeaLy Apr 13 Tuesday Bitcoin New All Time HIGH was $63.000

Today is Apr 18 Sunday and Bitcoin is 55,995

Could… https://t.co/5TgKhVd5L7",2021-04-18 20:30:38,1,0
1094,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:29:39,0,315
1095,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:28:45,0,822
1096,"Bitcoin Plunges, Taking Other Cryptocurrencies With It https://t.co/XWtABPhR3n the GOVERNMENT DOESNT WANT ANYBODY T… https://t.co/kYnNLuWy2f",2021-04-18 20:28:40,0,0
1097,"RT @KeyFi_app: We will be doing an #AMA with @btcaltcoinbilgi for the Turkish market on April 20, 21:00 Istanbul time. Feel free to jump in…",2021-04-18 20:24:38,0,46
1098,"RT @bricks_estate: #BricksestateAMAseries🎉🎉

We are pleased to have an #AMA with @Bafifinancee 🥰

⏰Time: 12:00pm April 19th UTC 

📍https://…",2021-04-18 20:24:11,0,14
1099,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:22:57,0,822
1100,"Hourly Price Alert: BTC dropped by -7.42% to $56,259.00. LTC dropped by -12.25% to $272.95. ETH dropped by -7.47% t… https://t.co/ggkT6xUBMi",2021-04-18 20:21:02,1,0
1101,"RT @_electronicCash: #BSV #BSVTokens #NFTs Cards Series:
""Only Idea Concept""

Card: Craig Is Satoshi! #NFT 
Theme: History of #Bitcoin
Card…",2021-04-18 20:21:02,0,50
1102,"1: Bitcoin price is $55935.00 (1.43% 1h)
2: Ethereum price is $2194.72 (2.02% 1h)
3: Binance Coin price is $473.17… https://t.co/aIG0fpCDH2",2021-04-18 20:20:28,0,0
1103,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:18:48,0,822
1104,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:17:58,0,822
1105,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:17:07,0,822
